landmark_id,est_x,est_y,est_z,scaled_x,scaled_y,scaled_z
664,15.555688858,-2.943315983,14.622285843,3.102877617,-0.587100267,2.916692734
667,-2.417294979,-5.265217781,10.832113266,-0.482175410,-1.050247669,2.160670757
668,-15.137535095,-7.850542068,31.039451599,-3.019469023,-1.565939784,6.191408157
669,-25.976219177,-0.464981675,1.098029137,-5.181450367,-0.092749432,0.219022781
673,35.229095459,-0.263198525,22.998840332,7.027112484,-0.052499946,4.587555885
674,-40.618446350,-0.881501079,-5.505168915,-8.102121353,-0.175832137,-1.098110557
675,-45.616046906,-7.455312729,23.579196930,-9.098987579,-1.487103820,4.703319073
678,-32.280410767,-7.867896080,9.362402916,-6.438941479,-1.569401383,1.867509127
681,4.680273056,-3.719362020,21.836177826,0.933569372,-0.741897404,4.355640411
689,-9.990547180,-8.531965256,-15.514543533,-1.992804408,-1.701862574,-3.094670534
691,4.766119003,-5.142811775,-7.688127518,0.950693011,-1.025831580,-1.533543110
692,34.438125610,-7.407112122,35.439922333,6.869338512,-1.477489233,7.069165707
697,10.648171425,-4.279810429,22.413675308,2.123980045,-0.853689492,4.470833302
698,13.431088448,-2.222407341,39.795578003,2.679085732,-0.443301380,7.937983990
704,-35.896560669,-5.656227112,21.091754913,-7.160251141,-1.128242016,4.207151413
709,9.735538483,-2.770567894,19.353115082,1.941938162,-0.552642405,3.860346556
711,-48.206764221,-3.522473812,5.837801933,-9.615755081,-0.702624321,1.164460540
712,-38.502407074,-0.313443124,37.546470642,-7.680036545,-0.062522188,7.489356995
714,-46.042984009,-10.357536316,35.001747131,-9.184147835,-2.066007376,6.981763363
717,-23.758253098,-6.833874702,22.779853821,-4.739035130,-1.363146186,4.543874741
718,-52.796043396,-8.921676636,36.056526184,-10.531173706,-1.779597878,7.192159176
720,17.314556122,-8.802803040,-19.261554718,3.453717232,-1.755886316,-3.842082977
723,-42.043880463,-0.333688647,29.254047394,-8.386450768,-0.066560544,5.835275650
725,-15.767662048,-3.480862617,-12.609647751,-3.145159721,-0.694324195,-2.515233755
726,-8.111467361,-5.316278458,-10.445469856,-1.617986321,-1.060432792,-2.083547354
730,-25.122798920,-4.401690483,41.672004700,-5.011219501,-0.878000796,8.312273026
731,25.287963867,-1.470789433,21.079771042,5.044164658,-0.293376893,4.204761028
733,34.398635864,-8.683330536,37.229011536,6.861461639,-1.732055306,7.426033497
737,-0.202177376,-3.704942226,37.032272339,-0.040328119,-0.739021122,7.386790276
739,-8.500259399,-2.444522142,48.222068787,-1.695538282,-0.487606376,9.618807793
740,3.355366468,-4.336003304,43.918437958,0.669291615,-0.864898264,8.760366440
742,33.113498688,-7.416884899,39.027481079,6.605116367,-1.479438663,7.784772396
743,32.393402100,-2.724696875,21.536460876,6.461479664,-0.543492556,4.295856476
749,-8.891965866,-3.512553215,39.445247650,-1.773671508,-0.700645506,7.868103981
750,1.088816643,-0.439438164,-16.689207077,0.217185169,-0.087654293,-3.328979492
752,1.101963043,-7.729417801,2.946913719,0.219807461,-1.541779280,0.587817907
753,15.609718323,-7.103985786,44.045528412,3.113654852,-1.417024970,8.785717964
754,8.545536041,-5.866872787,37.509017944,1.704569578,-1.170259237,7.481886387
759,-40.644565582,-9.191493988,40.471839905,-8.107331276,-1.833418131,8.072877884
762,36.398841858,-3.918902636,37.993698120,7.260440826,-0.781699598,7.578565121
764,28.430252075,-4.475372314,33.718944550,5.670953751,-0.892698050,6.725883961
765,-16.981361389,-6.837600708,42.610496521,-3.387255192,-1.363889337,8.499473572
768,6.227033138,-4.690102577,30.374574661,1.242100120,-0.935530066,6.058785915
769,10.213376999,-7.414618492,-18.287132263,2.037252188,-1.478986502,-3.647716045
771,3.532496929,-1.594424009,22.964576721,0.704623640,-0.318038166,4.580721378
776,7.218669891,-9.053634644,0.033964157,1.439900875,-1.805919409,0.006774797
777,2.580665588,-4.087569237,10.061541557,0.514762759,-0.815343320,2.006965637
778,-6.094555855,-1.833048224,32.635826111,-1.215674996,-0.365636289,6.509835720
779,-46.220668793,-1.166871309,21.368236542,-9.219590187,-0.232754648,4.262300968
780,-35.413963318,-0.058032714,0.885252953,-7.063987732,-0.011575728,0.176580518
785,-41.204319000,-7.741786003,38.439224243,-8.218984604,-1.544246316,7.667433739
789,14.462294579,-5.907874584,41.342521667,2.884779453,-1.178437829,8.246551514
791,31.553501129,-6.472098351,22.168846130,6.293945312,-1.290982962,4.421997547
792,-39.163204193,-6.092416286,48.805831909,-7.811845303,-1.215248227,9.735250473
794,4.848840714,-2.957107544,3.362087727,0.967193425,-0.589851260,0.670632303
797,8.090997696,-4.856230736,5.527400970,1.613903165,-0.968667507,1.102545142
803,-22.617626190,-6.242719173,33.840789795,-4.511515141,-1.245229006,6.750188351
804,-12.410186768,-3.258992672,20.841623306,-2.475447655,-0.650067985,4.157257557
805,-8.916816711,-8.902963638,-4.492670059,-1.778628469,-1.775865197,-0.896148384
806,-16.104387283,-0.199549675,5.794361115,-3.212326050,-0.039803974,1.155795455
809,-9.172364235,-7.084568977,32.041908264,-1.829602361,-1.413151860,6.391367435
811,22.752563477,-3.350780725,36.089725494,4.538431168,-0.668376863,7.198781490
813,-29.359645844,-0.678976715,42.144748688,-5.856338978,-0.135434806,8.406570435
815,6.632408142,-8.939446449,13.992907524,1.322959781,-1.783142447,2.791151285
817,-14.752256393,-4.808305740,31.129856110,-2.942617893,-0.959107935,6.209441185
820,4.412775993,-5.413578987,-19.624114990,0.880212009,-1.079841137,-3.914402485
821,15.829011917,-3.169627905,12.752424240,3.157397270,-0.632242501,2.543713331
822,-43.829803467,-1.909005642,6.912782669,-8.742687225,-0.380787432,1.378885865
823,-17.233768463,-7.912421227,35.165504456,-3.437602520,-1.578282714,7.014428139
826,-41.053024292,-5.341752052,-1.571399689,-8.188805580,-1.065513968,-0.313445538
830,-51.866825104,-7.996578217,-5.080122948,-10.345823288,-1.595069408,-1.013327003
831,-39.896007538,-0.554582715,32.553855896,-7.958016872,-0.110622063,6.493484974
832,-24.548309326,-6.741380692,-7.130842209,-4.896626949,-1.344696522,-1.422381997
837,-6.689782143,-9.911315918,22.006046295,-1.334404111,-1.977000237,4.389523983
839,11.509448051,-2.845768929,37.406173706,2.295778036,-0.567642689,7.461371899
841,6.073359489,-6.987696648,1.771020889,1.211447001,-1.393828869,0.353263766
843,-1.029826164,-8.312687874,6.306910992,-0.205418393,-1.658123493,1.258033276
846,-15.092033386,-0.861292541,23.503948212,-3.010392904,-0.171801165,4.688309193
847,-28.142200470,-3.752950191,-2.021350861,-5.613496780,-0.748597205,-0.403196841
853,-45.811279297,-8.664671898,13.312352180,-9.137929916,-1.728333473,2.655401468
854,-18.839937210,-1.854748487,-4.804832458,-3.757983446,-0.369964838,-0.958415151
856,-19.268093109,-4.445700645,-7.743807793,-3.843387365,-0.886779487,-1.544649601
858,-15.932865143,-10.797976494,-14.278435707,-3.178112745,-2.153861523,-2.848105192
860,19.872497559,-0.484048843,32.848350525,3.963947296,-0.096552737,6.552227497
863,15.012625694,-11.619066238,-26.455396652,2.994553328,-2.317643642,-5.277031422
865,-29.827236176,-4.437994957,40.657627106,-5.949608803,-0.885242403,8.109935760
866,-15.818961143,-7.288650513,28.711282730,-3.155392408,-1.453859806,5.727010727
867,-1.208653927,-2.533041716,14.155172348,-0.241088986,-0.505263269,2.823518038
868,-32.714721680,-4.578303337,20.330711365,-6.525572777,-0.913229585,4.055346489
869,-42.017715454,-0.688687265,-7.350167274,-8.381231308,-0.137371764,-1.466130495
872,-37.024566650,-9.925029755,29.085704803,-7.385253429,-1.979735732,5.801696301
874,-17.255376816,-2.932600975,45.347061157,-3.441912651,-0.584962964,9.045332909
876,-1.013609886,-9.409390450,-2.208873749,-0.202183753,-1.876881719,-0.440601826
877,-30.700729370,-6.526566029,2.009643555,-6.123843670,-1.301847577,0.400861591
878,-13.083187103,-0.712429404,9.856592178,-2.609690189,-0.142107576,1.966084599
880,-2.927492142,-4.936079979,-1.222234726,-0.583943903,-0.984594941,-0.243797943
881,-10.398801804,-4.598948479,3.180073738,-2.074238539,-0.917347670,0.634326100
882,8.241720200,-4.048152924,16.736415863,1.643967628,-0.807480991,3.338396072
883,-6.053018570,-2.002301931,-1.884560585,-1.207389593,-0.399397165,-0.375911415
885,13.918160439,-9.185629845,20.267518997,2.776241541,-1.832248449,4.042741776
886,-9.899238586,-6.539599419,20.355041504,-1.974591255,-1.304447412,4.060199738
888,18.350627899,-11.721607208,-21.861200333,3.660381317,-2.338097334,-4.360631943
889,-3.095946789,-1.182466984,45.481719971,-0.617545426,-0.235865504,9.072193146
892,0.845828295,-9.353965759,27.583999634,0.168716520,-1.865826249,5.502152920
894,17.838333130,-5.034706593,-19.733545303,3.558194399,-1.004267931,-3.936230659
897,-35.191696167,-6.082333565,10.264076233,-7.019652367,-1.213237047,2.047364950
898,-5.748397350,-0.676767826,26.183616638,-1.146627069,-0.134994209,5.222819805
901,-49.978939056,-4.403059959,20.222160339,-9.969248772,-0.878273964,4.033694267
903,20.697744370,-4.480034828,16.570205688,4.128558159,-0.893628061,3.305242300
904,29.893463135,-6.256455421,32.750293732,5.962819099,-1.247968912,6.532668114
905,-15.030004501,-8.742676735,16.000102997,-2.998019934,-1.743893027,3.191524506
907,-45.758842468,-2.476430416,14.420499802,-9.127470970,-0.493971109,2.876442671
908,6.203160286,-10.963354111,-5.392222404,1.237338185,-2.186849356,-1.075581193
909,-35.265373230,-4.676141739,-18.700561523,-7.034348965,-0.932745337,-3.730182409
910,-13.844877243,-4.932417870,14.658166885,-2.761623859,-0.983864486,2.923849821
911,-18.105331421,-5.617981911,28.225528717,-3.611452341,-1.120613217,5.630117893
914,-48.942718506,-0.648825526,37.780204773,-9.762555122,-0.129420578,7.535979748
916,-0.164835930,-4.912503719,-17.057552338,-0.032879658,-0.979892194,-3.402452946
918,22.235874176,-1.224447727,14.044963837,4.435367584,-0.244239360,2.801534891
920,-14.572212219,-3.556647539,25.165210724,-2.906704664,-0.709440947,5.019679546
924,-43.631004333,-2.070756912,2.215965271,-8.703032494,-0.413051814,0.442016363
926,-13.079807281,-1.564916611,28.700523376,-2.609016180,-0.312152356,5.724864483
927,-3.383528709,-4.779912949,7.026718616,-0.674909115,-0.953444481,1.401612520
928,-6.433760643,-4.181787491,18.594400406,-1.283335805,-0.834136963,3.709006548
929,-7.157788277,-5.894077301,3.453854561,-1.427756906,-1.175685763,0.688936889
932,-42.086677551,-6.111237526,39.100143433,-8.394987106,-1.219002485,7.799266338
935,22.360244751,-1.319203854,25.434827805,4.460175514,-0.263140261,5.073459625
937,-15.925639153,-0.529921532,-5.170026779,-3.176671267,-0.105702922,-1.031260014
939,-6.827724457,-3.462042093,22.719148636,-1.361919403,-0.690570056,4.531765938
942,4.785816193,-1.853810310,3.539701700,0.954621971,-0.369777679,0.706060767
944,1.902075768,-6.976789951,-7.638905525,0.379405141,-1.391653299,-1.523724794
947,-35.282073975,-7.244668007,8.968196869,-7.037680149,-1.445086718,1.788877249
948,-33.086563110,-5.724626064,48.472602844,-6.599743843,-1.141885400,9.668781281
949,39.124000549,-0.567394733,26.709526062,7.804025173,-0.113177657,5.327722549
951,-17.792182922,-3.213280678,32.296707153,-3.548988819,-0.640949905,6.442192078
953,-34.345466614,-9.342556953,-3.974666595,-6.850855827,-1.863550544,-0.792822778
958,4.690981865,-9.906050682,-9.649518013,0.935705483,-1.975950003,-1.924779654
962,9.446238518,-4.643398285,-11.912730217,1.884231806,-0.926214039,-2.376220465
963,-1.603266001,-4.088566780,16.161731720,-0.319801867,-0.815542340,3.223764420
964,-42.915634155,-5.891272545,34.297653198,-8.560338974,-1.175126195,6.841318607
966,-43.349391937,-3.218672514,-6.772274971,-8.646860123,-0.642025411,-1.350858927
967,-11.667381287,-5.482762337,-1.845835686,-2.327280998,-1.093641162,-0.368187010
968,-19.036231995,-8.098192215,6.373486996,-3.797138214,-1.615338326,1.271313071
969,18.751747131,-0.047310233,44.540435791,3.740392208,-0.009436925,8.884436607
971,1.764200687,-3.600487232,15.523202896,0.351903349,-0.718185604,3.096397877
972,-28.384269714,-7.318063736,6.976937771,-5.661781788,-1.459726810,1.391682744
974,6.424419403,-0.805961370,-17.257909775,1.281472564,-0.160764307,-3.442418098
975,-38.712364197,-2.763600349,44.938758850,-7.721916676,-0.551252604,8.963889122
978,1.835803986,-2.925873280,-8.700942039,0.366185993,-0.583621025,-1.735568166
979,-9.659473419,-8.502237320,8.281570435,-1.926765561,-1.695932746,1.651916623
982,-43.610122681,-2.776539803,42.988273621,-8.698867798,-0.553833604,8.574828148
984,-37.911407471,-8.543027878,5.370124817,-7.562150478,-1.704069257,1.071173429
989,-8.193870544,-0.226752460,12.990442276,-1.634423137,-0.045230087,2.591190577
990,-49.980895996,-6.791925430,-0.749344826,-9.969639778,-1.354778528,-0.149471059
992,-40.227169037,-7.469458580,43.197479248,-8.024073601,-1.489925385,8.616558075
993,-35.592338562,-8.286506653,1.371913910,-7.099568367,-1.652901173,0.273654282
994,15.080703735,-8.486831665,33.654586792,3.008132935,-1.692859769,6.713046551
995,-44.921192169,-5.048471451,45.093154907,-8.960385323,-1.007013559,8.994686127
996,9.027998924,-7.566745758,42.163078308,1.800805926,-1.509331226,8.410226822
997,-17.148216248,-0.559394777,5.876172066,-3.420537472,-0.111581914,1.172114134
